p_name,p_hs,p_univ,p_draft,p_drafted,p_debut,p_debut_war,p_main_team,p_career_war,p_no,p_hs_code,p_hs_loc
안상현,용마고,,2차지명,SK,2018,,SSG,0.3,12613,50807,경남
최민섭,동산고,,2차지명,넥센,,,,,12629,50202,경기
고봉재,경남고,호원대,2차지명,두산,2016,0,두산,-0.1,12605,50802,경남
나경민,덕수고,,2차지명,롯데,2016,0.2,롯데,1.4,12592,50103,서울
임대한,청원고,송원대,2차지명,삼성,2016,0.2,삼성,-0.1,12558,50113,서울
권용우,성남고,동의대,2차지명,한화,,,,,12582,50108,서울
전상현,상원고,,2차지명,KIA,2016,-0.1,KIA,6.8,12537,50705,경북
임도혁,제물포고,,2차지명,KT,,,,,12576,50210,경기
김기연,진흥고,,2차지명,LG,2017,,LG,-0.8,12549,50604,전라
이재율,포철공고,영남대,2차지명,NC,2016,0.1,NC,0.1,12525,50706,경북
김찬호,동산고,,2차지명,SK,2017,,SK,-0.1,12614,50202,경기
김성택,덕수고,,2차지명,넥센,,,,,12630,50103,서울
홍성호,선린고,,2차지명,두산,2022,,두산,-0.6,12606,50109,서울
김남길,북일고,,2차지명,롯데,,,,,12593,50403,충청
이성규,광주동성고,인하대,2차지명,삼성,2016,0,삼성,-0.4,12562,50601,전라
장진혁,광주제일고,단국대,2차지명,한화,2018,,한화,-0.2,12583,50602,전라
서덕원,장충고,건국대,2차지명,KIA,2020,,KIA,-0.4,12538,50111,서울
김태오,서울고,,2차지명,KT,2018,,KT,-0.2,12577,50107,서울
천원석,제주고,,2차지명,LG,2017,,,,12551,51001,제주
최상인,진흥고,,2차지명,NC,2016,,,,12621,50604,전라
하성진,인천고,,2차지명,SK,,,,,12615,50209,경기
유재훈,부천고,,2차지명,넥센,2016,0,키움,0,12631,50203,경기
정덕현,강릉고,,2차지명,두산,,,,,12607,50901,강원
김성재,안산공고,원광대,2차지명,롯데,2016,-0.1,롯데,-0.1,12594,50206,경기
황선도,대전고,,2차지명,삼성,2016,0.1,삼성,0.1,12638,50402,충청
염진우,원주고,디지털문예대,2차지명,한화,,,,,12584,50903,강원
이진영,선린고,,2차지명,KIA,2016,-0.4,한화,3.4,12539,50109,서울
장현우,선린고,홍익대,2차지명,KT,,,,,12578,50109,서울
이동규,성남고,,2차지명,LG,,,,,12553,50108,서울
김찬형,경남고,,2차지명,NC,2017,,NC,1.4,12622,50802,경남
김민재,안산공고,,2차지명,SK,,,,,12616,50206,경기
이찬석,공주고,,2차지명,넥센,2018,,,,12632,50401,충청
서예일,성남고,동국대,2차지명,두산,2016,-0.4,두산,-1.2,12523,50108,서울
이석훈,상원고,,2차지명,롯데,2017,,롯데,-0.1,12595,50705,경북
김성훈,청원고,서울문화예술대,2차지명,삼성,2017,,삼성,2.8,12639,50113,서울
김태연,야탑고,,2차지명,한화,2017,,한화,5.2,12585,50207,경기
김규성,선린고,,2차지명,KIA,2020,,KIA,0.3,12540,50109,서울
김도영,개성고,동아대,2차지명,KT,2017,,KT,0,12579,50801,경남
김호은,대구고,연세대,2차지명,LG,2020,,LG,0.3,12554,50703,경북
김준현,공주고,,2차지명,NC,,,,,12623,50401,충청
노관현,개성고,경희대,2차지명,SK,2016,,KIA,0.1,12617,50801,경남
김성현,용마고,,2차지명,넥센,,,,,12633,50807,경남
신창희,대구고,,2차지명,두산,2018,,,,12608,50703,경북
안준영,청원고,송원대,2차지명,롯데,,,,,12596,50113,서울
남기효,광주동성고,,2차지명,삼성,,,,,12640,50601,전라
김찬균,북일고,연세대,2차지명,한화,,,,,12586,50403,충청
신범수,광주동성고,,2차지명,KIA,2016,,KIA,-0.5,12541,50601,전라
강승훈,유신고,연세대,2차지명,KT,,,,,12559,50208,경기
양효준,충암고,,2차지명,LG,,,,,12555,50114,서울
임서준,서울고,인하대,2차지명,NC,2016,0,NC,0,12624,50107,서울
최수빈,성남고,,2차지명,SK,,,,,12618,50108,서울
채상현,장충고,인하대,2차지명,넥센,2017,,키움,0,12634,50111,서울
양구렬,진흥고,중앙대,2차지명,두산,,,,,12609,50604,전라
임지유,소래고,,2차지명,롯데,,,,,12597,50205,경기
최주엽,대구고,,2차지명,삼성,,,,,12641,50703,경북
박상언,유신고,,2차지명,한화,2017,,한화,-0.4,12587,50208,경기
이승우,휘문고,,2차지명,KIA,,,,,12542,50116,서울
노유성,광주제일고,성균관대,2차지명,KT,,,,,12580,50602,전라
김태영,군산상고,,2차지명,LG,,,,,12556,50501,전라
조원빈,휘문고,홍익대,2차지명,NC,2017,,NC,-0.1,12625,50116,서울
김동엽,북일고,,2차지명,SK,2016,0.5,삼성,3.4,12548,50403,충청
김응수,신일고,,2차지명,넥센,,,,,12635,50110,서울
이찬기,서울고,인하대,2차지명,두산,,,,,12610,50107,서울
조준영,경남고,,2차지명,롯데,,,,,12598,50802,경남
김결의,강릉고,성균관대,2차지명,삼성,,,,,12642,50901,강원
방윤준,배명고,단국대,2차지명,한화,,,,,12588,50105,서울
류승현,광주제일고,,2차지명,KIA,2018,,KIA,-0.2,12543,50602,전라
이병훈,공주고,,2차지명,KT,,,,,12581,50401,충청
이정윤,경남고,고려대,2차지명,LG,,,,,12557,50802,경남
최재혁,상원고,성균관대,2차지명,NC,,,,,12626,50705,경북
박광명,배명고,동국대,2차지명,SK,,,,,12619,50105,서울
안준모,선린고,,2차지명,넥센,,,,,12636,50109,서울
오석,경기고,연세대,2차지명,두산,,,,,12611,50101,서울
정종진,세광고,,2차지명,롯데,,,,,12599,50301,충청
최승민,경동고,영남대,2차지명,삼성,,,,,12643,50102,서울
강상원,북일고,,2차지명,한화,2016,,한화,-0.3,12564,50403,충청
헥터,,,자유선발,KIA,2016,8.2,KIA,19.1,12509,,국외
지크,,,자유선발,KIA,2016,2.8,KIA,2.8,12510,,국외
로위,,,자유선발,KT,2016,0.9,KT,0.9,12689,,국외
마리몬,,,자유선발,KT,2016,1.7,KT,1.7,12507,,국외
피노,,,자유선발,KT,2016,0.2,KT,0.2,12508,,국외
허프,,,자유선발,LG,2016,1.8,LG,6.8,12682,,국외
코프랜드,,,자유선발,LG,2016,-0.2,LG,-0.2,12658,,국외
라라,,,자유선발,SK,2016,-0.3,SK,-0.3,12672,,국외
고메즈,,,자유선발,SK,2016,1.1,SK,1.1,12514,,국외
맥그레거,,,자유선발,넥센,2016,1.7,키움,1.7,12670,,국외
코엘로,,,자유선발,넥센,2016,1.8,키움,1.8,12518,,국외
대니돈,,,자유선발,넥센,2016,3.2,키움,2.5,12519,,국외
보우덴,,,자유선발,두산,2016,4.8,두산,6.3,12515,,국외
에반스,,,자유선발,두산,2016,4.4,두산,7.7,12517,,국외
맥스웰,,,자유선발,롯데,2016,-0.1,롯데,-0.1,12693,,국외
발디리스,,,자유선발,삼성,2016,0.2,삼성,0.2,12506,,국외
웹스터,,,자유선발,삼성,2016,1.3,삼성,1.3,12504,,국외
플란데,,,자유선발,삼성,2016,-0.3,삼성,-0.3,12695,,국외
레온,,,자유선발,삼성,2016,-0.1,삼성,-0.1,12666,,국외
벨레스터,,,자유선발,삼성,2016,-0.2,삼성,-0.2,12505,,국외
로사리오,,,자유선발,한화,2016,2.3,한화,7.2,12511,,국외
카스티요,,,자유선발,한화,2016,1.1,한화,1.1,12668,,국외
서캠프,,,자유선발,한화,2016,0,한화,0,12680,,국외
마에스트리,,,자유선발,한화,2016,-0.5,한화,-0.5,12648,,국외
권유식,마산고,동의대,육성선수,KIA,,,,,13181,50803,경남
유근상,설악고,연세대,육성선수,KIA,,,,,14193,50902,강원
김성민,덕수고,,육성선수,KIA,,,,,13183,50103,서울
임성재,북일고,단국대,육성선수,KT,,,,,12945,50403,충청
도태훈,부산고,동의대,육성선수,NC,2016,-0.1,NC,2.3,12560,50805,경남
문성용,부경고,건국대,육성선수,NC,,,,,13922,50804,경남
이동건,광주제일고,인하대,육성선수,넥센,,,,,14887,50602,전라
김태완,개성고,경남대,육성선수,넥센,,,,,13000,50801,경남
김종덕,상원고,연세대,육성선수,넥센,2018,,키움,0,12987,50705,경북
박승주,경기고,동국대,육성선수,넥센,2017,,키움,0.2,12989,50101,서울
김홍빈,광주동성고,,육성선수,넥센,2017,,키움,0,12974,50601,전라
최승훈,광주제일고,,육성선수,롯데,2016,,,,12603,50602,전라
이예찬,개성고,,육성선수,롯데,,,,,12602,50801,경남
이진영,배명고,송원대,육성선수,롯데,,,,,12601,50105,서울
안주형,부경고,영남대,육성선수,삼성,2017,,삼성,-0.6,12988,50804,경남
박기환,대전고,경희대,육성선수,한화,,,,,12983,50402,충청
장대한,북일고,원광대,육성선수,한화,,,,,12982,50403,충청
오경우,화순고,중앙대,육성선수,한화,,,,,12981,50605,전라
김인환,화순고,성균관대,육성선수,한화,2018,,한화,2.3,12589,50605,전라
정경운,광주제일고,성균관대,육성선수,한화,2017,,한화,-0.4,12996,50602,전라
이민우,효천고,경성대,1차지명,KIA,2017,,KIA,0.3,13003,50606,전라
엄상백,덕수고,,1차지명,KT,2015,1.2,KT,11.2,11318,50103,서울
김재성,덕수고,,1차지명,LG,2015,-0.2,삼성,0.7,11344,50103,서울
이호중,배명고,경희대,1차지명,NC,2020,,NC,0,11361,50105,서울
이현석,제물포고,동국대,1차지명,SK,2015,0.1,SK,-0.9,11369,50210,경기
최원태,서울고,,1차지명,넥센,2016,,키움,20.8,11379,50107,서울
남경호,서울고,,1차지명,두산,2015,0,두산,0,11381,50107,서울
강동관,부경고,,1차지명,롯데,2016,,롯데,0.2,11388,50804,경남
김영한,설악고,,1차지명,삼성,,,,,13239,50902,강원
김범수,북일고,,1차지명,한화,2015,0.1,한화,2.1,11411,50403,충청
황대인,경기고,,2차지명,KIA,2015,-0.2,KIA,-0.6,11306,50101,서울
이창재,제물포고,단국대,2차지명,KT,2015,-0.3,KT,0.9,11320,50210,경기
김민수,청원고,성균관대,2차지명,KT,2015,0.1,KT,3.9,11317,50113,서울
윤수호,경기고,단국대,2차지명,KT,2017,,NC,-0.6,11319,50101,서울
김재윤,휘문고,,2차지명,KT,2015,0.9,KT,12.7,11489,50116,서울
안익훈,대전고,,2차지명,LG,2015,0.6,LG,0.4,11347,50402,충청
구창모,울산공고,,2차지명,NC,2016,,NC,19.3,11353,50808,경남
조한욱,충암고,,2차지명,SK,2016,,SK,0.1,11366,50114,서울
김해수,경기고,,2차지명,넥센,2017,,키움,0,11374,50101,서울
채지선,광주제일고,,2차지명,두산,2020,,두산,0.4,11387,50602,전라
안태경,부산고,,2차지명,롯데,,,,,11396,50805,경남
장필준,북일고,,2차지명,삼성,2015,-0.2,삼성,4.4,11404,50403,충청
김민우,용마고,,2차지명,한화,2015,0.9,한화,9.7,11410,50807,경남
문경찬,인천고,건국대,2차지명,KIA,2015,-0.2,KIA,3.4,11299,50209,경기
정성곤,구리인창고,,2차지명,KT,2015,0.2,KT,0.5,11321,50201,경기
최민창,신일고,,2차지명,LG,2017,,LG,0.1,11351,50110,서울
류진욱,부산고,,2차지명,NC,2020,,NC,3.1,11355,50805,경남
허웅,경북고,,2차지명,SK,,,,,11367,50701,경북
김택형,동산고,,2차지명,넥센,2015,-0.5,SSG,1.8,11373,50202,경기
김민혁,광주동성고,,2차지명,두산,2017,,두산,-0.2,12970,50601,전라
차재용,부천고,,2차지명,롯데,2015,0,롯데,0.2,11399,50203,경기
최정용,세광고,,2차지명,삼성,2016,,KIA,-0.2,11407,50301,충청
김정민,청주고,단국대,2차지명,한화,,,,,11412,50302,충청
이종석,벌교제일고,세한대,2차지명,KIA,2015,-0.1,KIA,-0.1,11302,50603,전라
정주후,광주제일고,,2차지명,KT,2016,,KT,-0.2,11337,50602,전라
백승현,인천고,,2차지명,LG,2017,,LG,2.3,13009,50209,경기
송동욱,광주제일고,,2차지명,NC,,,,,13283,50602,전라
김웅빈,울산공고,,2차지명,SK,2016,,키움,1.4,12503,50808,경남
박주현,장충고,,2차지명,넥센,2016,,키움,0.7,11375,50111,서울
사공엽,장충고,고려대,2차지명,두산,,,,,11385,50111,서울
전병우,개성고,동아대,2차지명,롯데,2018,,키움,2.7,11422,50801,경남
김기환,소래고,,2차지명,삼성,2020,,NC,0.9,11400,50205,경기
이도윤,북일고,,2차지명,한화,2018,,한화,1.4,11414,50403,충청
이준영,군산상고,중앙대,2차지명,KIA,2016,,KIA,1.9,11303,50501,전라
김만수,효천고,,2차지명,KT,2016,,KT,-0.3,12646,50606,전라
정규식,일본 교토고쿠사이고,일본 오사카가쿠인대,2차지명,LG,,,,,11349,51101,국외
이훈,야탑고,,2차지명,NC,,,,,11362,50207,경기
박세웅,청주고,,2차지명,SK,2021,,삼성,-0.1,12651,50302,충청
정용준,상원고,,2차지명,넥센,2016,,키움,0.1,11378,50705,경북
방건우,광주동성고,,2차지명,두산,2017,,,,12978,50601,전라
홍정우,충암고,,2차지명,삼성,2019,,삼성,0.2,13242,50114,서울
황인준,대전고,한양대,2차지명,KIA,2018,,KIA,0.7,13180,50402,충청
김태훈,유신고,,2차지명,KT,2015,-0.3,KT,-1.3,11336,50208,경기
박지규,상원고,성균관대,2차지명,LG,2015,-0.7,LG,-1.6,11346,50705,경북
류재인,마산고,,2차지명,NC,2017,,NC,0,13008,50803,경남
유상화,제물포고,,2차지명,SK,,,,,11365,50210,경기
송성문,장충고,,2차지명,넥센,2015,-0.1,키움,9.4,11376,50111,서울
박종욱,세광고,,2차지명,두산,,,,,11384,50301,충청
김대륙,포철공고,동아대,2차지명,롯데,2015,0.4,롯데,-0.6,11390,50706,경북
최민구,상원고,영남대,2차지명,삼성,2015,0,삼성,0,11405,50705,경북
박준범,경북고,,2차지명,한화,,,,,14702,50701,경북
김명찬,선린고,연세대,2차지명,KIA,2015,0.2,KIA,0.5,11297,50109,서울
조무근,상원고,성균관대,2차지명,KT,2015,2.4,KT,2.7,11322,50705,경북
조학진,인천고,,2차지명,LG,,,,,11350,50209,경기
이우석,군산상고,,2차지명,NC,2018,,NC,0,11360,50501,전라
신동민,휘문고,,2차지명,SK,,,,,13272,50116,서울
송우현,북일고,,2차지명,넥센,2016,,키움,1.6,11377,50403,충청
박성민,휘문고,연세대,2차지명,두산,2016,,두산,0,11383,50116,서울
김훈호,공주고,,2차지명,롯데,,,,,11391,50401,충청
권정웅,덕수고,한양대,2차지명,삼성,2016,,삼성,-1,12529,50103,서울
박정수,야탑고,,2차지명,KIA,2015,0.3,두산,0.5,11300,50207,경기
이상규,청원고,,2차지명,LG,2019,,LG,-0.1,13245,50113,서울
문석종,배재고,,2차지명,NC,,,,,11356,50106,서울
이재관,대전고,,2차지명,SK,,,,,13273,50402,충청
김정인,화순고,,2차지명,넥센,2015,0,키움,0.2,11531,50605,전라
강동수,부경고,경남대,2차지명,롯데,2015,-0.1,롯데,-0.8,11389,50804,경남
김찬,울산공고,,2차지명,삼성,2020,,SK,-0.1,13057,50808,경남
주현상,청주고,동아대,2차지명,한화,2015,0.1,한화,0.1,11415,50302,충청
박정우,배명고,,2차지명,KIA,2022,,KIA,0,14686,50105,서울
김민욱,신일고,인하대,2차지명,NC,,,,,12563,50110,서울
봉민호,경기고,,2차지명,SK,2018,,SK,0,13190,50101,서울
정진철,야탑고,건국대,2차지명,두산,2016,,두산,0,11386,50207,경기
윤영수,신일고,동국대,2차지명,삼성,2015,-0.2,삼성,-0.2,11423,50110,서울
박태원,휘문고,연세대,2차지명,KT,,,,,15853,50116,서울
이성복,신일고,건국대,2차지명,KT,,,,,13235,50110,서울
홍준표,구미전자공고,우석대,2차지명,SK,,,,,13276,50708,경북
임규빈,북일고,동국대,2차지명,넥센,2019,,키움,0.1,13010,50403,충청
정인석,야탑고,연세대,2차지명,두산,,,,,12977,50207,경기
배제성,성남고,,2차지명,롯데,2017,,KT,12.6,11394,50108,서울
김호령,군산상고,동국대,2차지명,KIA,2015,1.4,KIA,6.5,11298,50501,전라
박성준,마산고,,2차지명,LG,2015,0.1,LG,0.1,11550,50803,경남
배진호,상원고,고려대,2차지명,삼성,,,,,11421,50705,경북
주권,청주고,,특별지명,KT,2015,-0.2,KT,10.2,11323,50302,충청
홍성무,부경고,동의대,특별지명,KT,2015,0.3,KT,-0.1,11324,50804,경남
에반,,,자유선발,KIA,2015,0.3,KIA,0.3,11548,,국외
험버,,,자유선발,KIA,2015,0.6,KIA,0.6,11305,,국외
스틴슨,,,자유선발,KIA,2015,3.7,KIA,3.7,11301,,국외
댄블랙,,,자유선발,KT,2015,1.6,KT,1.6,11493,,국외
마르테,,,자유선발,KT,2015,4,KT,6.6,11338,,국외
어윈,,,자유선발,KT,2015,-0.1,KT,-0.1,11326,,국외
히메네스,,,자유선발,LG,2015,2.4,LG,11,11495,,국외
한나한,,,자유선발,LG,2014,0.8,LG,0.8,11352,,국외
루카스,,,자유선발,LG,2015,4.3,LG,4.3,11345,,국외
스튜어트,,,자유선발,NC,2015,4.6,NC,8.2,11497,,국외
브라운,,,자유선발,SK,2015,1.6,SK,1.6,11372,,국외
켈리,,,자유선발,SK,2015,5.1,SK,22.1,11368,,국외
피어밴드,,,자유선발,넥센,2015,3.5,KT,19.1,11380,,국외
루츠,,,자유선발,두산,2015,-0.4,두산,-0.4,11382,,국외
스와잭,,,자유선발,두산,2015,1.2,두산,1.2,11496,,국외
로메로,,,자유선발,두산,2015,1.1,두산,1.1,11494,,국외
아두치,,,자유선발,롯데,2015,5.2,롯데,6.1,11395,,국외
린드블럼,,,자유선발,롯데,2015,6.9,롯데,25.4,11393,,국외
레일리,,,자유선발,롯데,2015,4.2,롯데,23.7,11392,,국외
클로이드,,,자유선발,삼성,2015,1.8,삼성,1.8,11408,,국외
피가로,,,자유선발,삼성,2015,5.2,삼성,5.2,11409,,국외
로저스,,,자유선발,한화,2015,3.1,한화,6.1,11549,,국외
모건,,미국 왈라왈라대,자유선발,한화,2015,0.5,한화,0.5,11416,,국외
폭스,,,자유선발,한화,2015,0.1,한화,0.1,11490,,국외
박동민,용마고,동의대,육성선수,KIA,,,,,12520,50807,경남
최승민,신일고,,육성선수,NC,2019,,NC,-0.1,14187,50110,서울
전종훈,안산공고,,육성선수,SK,,,,,14197,50206,경기
허정협,인천고,서울문화예술대,육성선수,넥센,2015,0.2,키움,1.7,11498,50209,경기
김상현,휘문고,,육성선수,넥센,,,,,14217,50116,서울
김수산,전주고,원광대,육성선수,넥센,2016,,키움,0.1,12683,50502,전라
신민재,인천고,,육성선수,두산,2019,,LG,2,13056,50209,경기
박정현,북일고,,육성선수,롯데,,,,,12687,50403,충청
김지수,유신고,,육성선수,롯데,2016,,한화,-1.1,12662,50208,경기
오윤석,유신고,,육성선수,롯데,,,,,14203,50208,경기
김호준,청원고,,육성선수,롯데,2020,,롯데,0,12699,50113,서울
김재유,부경고,동의대,육성선수,롯데,2015,-0.3,롯데,0.2,11483,50804,경남
안성무,서울고,고려대,육성선수,삼성,2017,,삼성,0,12644,50107,서울
정유철,선린고,계명대,육성선수,한화,,,,,11418,50109,서울
채기영,선린고,,육성선수,한화,2015,-0.2,한화,-0.2,11419,50109,서울
신성현,일본 교토고쿠사이고,,육성선수,한화,2015,0.9,한화,0,11492,51101,국외
